# index, meta, _pos
5426,javax.swing.text.SegmentCache,"array([ 5.43532732, -0.75381994])"
5427,javax.swing.text.SegmentCache$1,"array([ 4.49595333, -0.48453079])"
5428,javax.swing.text.SegmentCache$CachedSegment,"array([ 4.54048339, -1.4690629 ])"
5429,javax.swing.text.SimpleAttributeSet,"array([ 5.2295875, -1.8667149])"
5430,javax.swing.text.SimpleAttributeSet$1,"array([ 5.66036724, -1.01575642])"
5431,javax.swing.text.SimpleAttributeSet$EmptyAttributeSet,"array([ 5.12212756, -1.67267101])"
5432,javax.swing.text.StateInvariantError,"array([ 5.45722628, -4.07854556])"
5433,javax.swing.text.StringContent,"array([ 5.63177976, -1.65806398])"
5434,javax.swing.text.StringContent$InsertUndo,"array([ 6.4428345 , -3.08371291])"
5435,javax.swing.text.StringContent$PosRec,"array([ 3.20165082, -2.08653117])"
5436,javax.swing.text.StringContent$RemoveUndo,"array([ 6.37445499, -3.09534776])"
5437,javax.swing.text.StringContent$StickyPosition,"array([ 4.7222621, -0.7217232])"
5438,javax.swing.text.StringContent$UndoPosRef,"array([ 5.76430474, -4.41721718])"
5439,javax.swing.text.StyleConstants,"array([ 5.38597693, -1.9802701 ])"
5440,javax.swing.text.TabSet,"array([ 5.14259141, -1.39941859])"
5441,javax.swing.text.StyleConstants$1,"array([ 3.33631083, -3.04898426])"
5442,javax.swing.text.StyleConstants$CharacterConstants,"array([ 5.38357048, -1.88675506])"
5443,javax.swing.text.AttributeSet$CharacterAttribute,"array([5.63299372, 0.14745858])"
5444,javax.swing.text.StyleConstants$ColorConstants,"array([ 5.40754249, -1.79837852])"
5445,javax.swing.text.AttributeSet$ColorAttribute,"array([6.3686668, 0.609948 ])"
5446,javax.swing.text.StyleConstants$FontConstants,"array([ 5.45466137, -1.78424508])"
5447,javax.swing.text.AttributeSet$FontAttribute,"array([5.55933428, 0.77362231])"
5448,javax.swing.text.StyleConstants$ParagraphConstants,"array([ 5.4050835 , -1.84816386])"
5449,javax.swing.text.AttributeSet$ParagraphAttribute,"array([5.7836878 , 0.71997066])"
5450,javax.swing.text.StyleContext$FontKey,"array([ 4.07831817, -2.66640628])"
5451,javax.swing.text.StyleContext$KeyBuilder,"array([ 4.93850277, -1.45713518])"
5452,javax.swing.text.StyleContext$KeyEnumeration,"array([ 3.88508471, -2.85577659])"
5453,javax.swing.text.StyleContext$NamedStyle,"array([ 5.36940277, -2.02508144])"
5454,javax.swing.text.StyleContext$SmallAttributeSet,"array([ 5.34620808, -1.6517159 ])"
5455,javax.swing.text.StyledEditorKit,"array([ 5.32328706, -2.49755106])"
5456,javax.swing.text.StyledEditorKit$1,"array([ 5.24604289, -1.76516895])"
5457,javax.swing.text.StyledEditorKit$AlignmentAction,"array([ 5.21716456, -2.60003958])"
5458,javax.swing.text.StyledEditorKit$StyledTextAction,"array([ 5.31794794, -2.83075996])"
5459,javax.swing.text.StyledEditorKit$AttributeTracker,"array([ 6.12495331, -1.38133049])"
5460,javax.swing.text.StyledEditorKit$BoldAction,"array([ 5.34901403, -2.29860882])"
5461,javax.swing.text.StyledEditorKit$FontFamilyAction,"array([ 5.78598444, -2.99712978])"
5462,javax.swing.text.StyledEditorKit$FontSizeAction,"array([ 5.46861346, -2.15522117])"
5463,javax.swing.text.StyledEditorKit$ForegroundAction,"array([ 5.57525986, -3.05590381])"
5464,javax.swing.text.StyledEditorKit$ItalicAction,"array([ 5.5451391 , -3.13897217])"
5465,javax.swing.text.StyledEditorKit$StyledInsertBreakAction,"array([ 5.447836  , -3.00960719])"
5466,javax.swing.text.StyledEditorKit$StyledViewFactory,"array([ 6.09698887, -0.88764604])"
5467,javax.swing.text.StyledEditorKit$UnderlineAction,"array([ 5.23281942, -2.20459301])"
5468,javax.swing.text.TabStop,"array([ 4.51311142, -1.31738589])"
5469,javax.swing.text.TableView,"array([ 6.23847744, -1.53554318])"
5470,javax.swing.text.TableView$TableCell,"array([ 6.52462323, -1.38215745])"
5471,javax.swing.text.TableView$GridCell,"array([8.13908188, 0.01906272])"
5472,javax.swing.text.TableView$TableRow,"array([ 6.11594132, -1.53259782])"
5473,javax.swing.text.TextLayoutStrategy,"array([ 6.7288957 , -1.22365081])"
5474,javax.swing.text.TextLayoutStrategy$AttributedSegment,"array([ 4.50363412, -1.99639118])"
5475,javax.swing.text.Utilities,"array([ 6.1672093, -1.6509437])"
5476,javax.swing.text.WrappedPlainView,"array([ 6.41886958, -1.47710344])"
5477,javax.swing.text.WrappedPlainView$WrappedLine,"array([ 6.51200601, -1.71015478])"
5478,javax.swing.text.ZoneView,"array([ 6.41167566, -1.53099177])"
5479,javax.swing.text.ZoneView$Zone,"array([ 6.23279941, -1.43938211])"
5480,javax.swing.text.html.AccessibleHTML,"array([ 6.47516402, -3.17706063])"
5481,javax.swing.text.html.AccessibleHTML$1,"array([ 5.70218705, -0.76213121])"
5482,javax.swing.text.html.AccessibleHTML$DocumentHandler,"array([ 6.53687311, -1.04201681])"
5483,javax.swing.text.html.AccessibleHTML$ElementInfo,"array([ 6.76127291, -2.18445746])"
5484,javax.swing.text.html.AccessibleHTML$HTMLAccessibleContext,"array([ 5.63002421, -2.71893399])"
5485,javax.swing.text.html.AccessibleHTML$IconElementInfo,"array([ 7.14326001, -2.23274522])"
5486,javax.swing.text.html.AccessibleHTML$IconElementInfo$IconAccessibleContext,"array([ 5.86392527, -2.84250703])"
5487,javax.swing.text.html.AccessibleHTML$PropertyChangeHandler,"array([ 6.59527357, -1.26578289])"
5488,javax.swing.text.html.AccessibleHTML$RootHTMLAccessibleContext,"array([ 5.77022461, -2.89285831])"
5489,javax.swing.text.html.AccessibleHTML$TableElementInfo,"array([ 6.99910299, -2.02776351])"
5490,javax.swing.text.html.AccessibleHTML$TableElementInfo$TableRowElementInfo,"array([ 7.29521555, -1.7401763 ])"
5491,javax.swing.text.html.AccessibleHTML$TableElementInfo$TableCellElementInfo,"array([ 7.04398888, -1.76691058])"
5492,javax.swing.text.html.AccessibleHTML$TableElementInfo$TableAccessibleContext,"array([ 5.63259693, -2.31729088])"
5493,javax.swing.text.html.AccessibleHTML$TableElementInfo$TableAccessibleContext$AccessibleHeadersTable,"array([ 6.43259551, -2.57949626])"
5494,javax.swing.text.html.AccessibleHTML$TextElementInfo,"array([ 7.18873529, -2.35603966])"
5495,javax.swing.text.html.AccessibleHTML$TextElementInfo$TextAccessibleContext,"array([ 5.70443934, -2.73997437])"
5496,javax.swing.text.html.AccessibleHTML$TextElementInfo$TextAccessibleContext$IndexedSegment,"array([ 4.25253896, -1.40745623])"
5497,javax.swing.text.html.BRView,"array([ 6.23619423, -1.49391958])"
5498,javax.swing.text.html.InlineView,"array([ 6.28200653, -1.56674957])"
5499,javax.swing.text.html.BlockView,"array([ 6.2797655 , -1.51749154])"
5500,javax.swing.text.html.CSS,"array([ 6.33381165, -3.14457677])"
5501,javax.swing.text.html.CSS$BackgroundImage,"array([ 3.65562207, -0.64952881])"
5502,javax.swing.text.html.CSS$CssValue,"array([ 3.67435689, -1.30867177])"
5503,javax.swing.text.html.CSS$BackgroundPosition,"array([ 3.21797241, -1.12196054])"
5504,javax.swing.text.html.CSS$BorderStyle,"array([ 3.16952367, -1.19770666])"
5505,javax.swing.text.html.CSS$BorderWidthValue,"array([ 2.84621567, -1.86562255])"
5506,javax.swing.text.html.CSS$LengthValue,"array([ 3.11852393, -1.29608942])"
5507,javax.swing.text.html.CSS$ColorValue,"array([ 3.02925838, -1.46015828])"
5508,javax.swing.text.html.CSS$CssValueMapper,"array([ 2.99614914, -1.5876607 ])"
5509,javax.swing.text.html.CSS$FontFamily,"array([ 3.39050622, -0.88555601])"
5510,javax.swing.text.html.CSS$FontSize,"array([ 3.33916092, -0.95587996])"
5511,javax.swing.text.html.CSS$FontWeight,"array([ 3.58727981, -0.70130303])"
5512,javax.swing.text.html.CSS$LengthUnit,"array([ 4.83172257, -4.01676032])"
5513,javax.swing.text.html.CSS$ShorthandBackgroundParser,"array([ 3.02682555, -2.73904444])"
5514,javax.swing.text.html.CSS$ShorthandFontParser,"array([ 7.32083915, -2.92847464])"
5515,javax.swing.text.html.CSS$ShorthandMarginParser,"array([ 3.28726959, -1.21312209])"
5516,javax.swing.text.html.CSS$StringValue,"array([ 3.46326186, -0.8245871 ])"
5517,javax.swing.text.html.CSS$Value,"array([ 5.91130211, -0.72921951])"
5518,javax.swing.text.html.CSSParser,"array([ 3.43601851, -3.44574407])"
5519,javax.swing.text.html.CSSParser$CSSParserCallback,"array([ 6.58064164, -4.23025731])"
5520,javax.swing.text.html.CommentView,"array([ 6.53099195, -1.67178969])"
5521,javax.swing.text.html.HiddenTagView,"array([ 6.39710369, -1.64948911])"
5522,javax.swing.text.html.CommentView$CommentBorder,"array([ 6.57449223, -2.38140059])"
5523,javax.swing.text.html.EditableView,"array([ 6.55274758, -1.63894184])"
5524,javax.swing.text.html.FormSubmitEvent,"array([ 5.29359311, -1.72401656])"
5525,javax.swing.text.html.FormSubmitEvent$MethodType,"array([ 4.83336813, -1.84172446])"
5526,javax.swing.text.html.FormView,"array([ 6.1510884 , -1.77290334])"
5527,javax.swing.text.html.FormView$1,"array([ 3.29732544, -2.09972891])"
5528,javax.swing.text.html.FormView$BrowseFileAction,"array([ 6.97308116, -3.31191118])"
5529,javax.swing.text.html.FormView$MouseEventListener,"array([ 7.21727473, -1.69926205])"
5530,javax.swing.text.html.FrameSetView,"array([ 6.41612701, -1.37265682])"
5531,javax.swing.text.html.FrameView,"array([ 6.42145536, -1.76395703])"
5532,javax.swing.text.html.FrameView$FrameEditorPane,"array([ 5.71289324, -2.38604613])"
5533,javax.swing.text.html.HRuleView,"array([ 6.49972762, -1.63240539])"
5534,javax.swing.text.html.HTML,"array([ 4.95359852, -1.50458789])"
5535,javax.swing.text.html.HTML$Attribute,"array([ 4.48267097, -0.7064246 ])"
5536,javax.swing.text.html.HTML$UnknownTag,"array([ 5.49745144, -1.03055625])"
5537,javax.swing.text.html.HTMLDocument$1,"array([ 4.24479286, -0.5311559 ])"
5538,javax.swing.text.html.HTMLDocument$BlockElement,"array([ 5.36442883, -1.81734026])"
5539,javax.swing.text.html.HTMLDocument$FixedLengthDocument,"array([ 5.51118884, -2.01851744])"
5540,javax.swing.text.html.HTMLDocument$HTMLReader,"array([ 5.3675024 , -1.10438307])"
5541,javax.swing.text.html.HTMLDocument$HTMLReader$AnchorAction,"array([ 5.32252362, -0.27200277])"
5542,javax.swing.text.html.HTMLDocument$HTMLReader$CharacterAction,"array([ 5.59452945, -0.4108273 ])"
5543,javax.swing.text.html.HTMLDocument$HTMLReader$AreaAction,"array([ 5.26983003, -0.32039581])"
5544,javax.swing.text.html.HTMLDocument$HTMLReader$TagAction,"array([ 5.41486286, -0.60398886])"
5545,javax.swing.text.html.HTMLDocument$HTMLReader$BaseAction,"array([ 5.74551294, -0.33367074])"
5546,javax.swing.text.html.HTMLDocument$HTMLReader$BlockAction,"array([ 5.1918454 , -0.35437344])"
5547,javax.swing.text.html.HTMLDocument$HTMLReader$ConvertAction,"array([ 5.6838879 , -0.28996609])"
5548,javax.swing.text.html.HTMLDocument$HTMLReader$FormAction,"array([ 5.4635819 , -0.37782338])"
5549,javax.swing.text.html.HTMLDocument$HTMLReader$SpecialAction,"array([ 5.46890554, -0.31074621])"
5550,javax.swing.text.html.HTMLDocument$HTMLReader$FormTagAction,"array([ 5.21630985, -0.2978661 ])"
5551,javax.swing.text.html.HTMLDocument$HTMLReader$HeadAction,"array([ 5.39073276, -0.27173089])"
5552,javax.swing.text.html.HTMLDocument$HTMLReader$HiddenAction,"array([ 5.53503043, -0.37614082])"
5553,javax.swing.text.html.HTMLDocument$HTMLReader$IsindexAction,"array([ 5.67275968, -0.36310515])"
5554,javax.swing.text.html.HTMLDocument$HTMLReader$LinkAction,"array([ 5.60990798, -0.27626723])"
5555,javax.swing.text.html.HTMLDocument$HTMLReader$MapAction,"array([ 5.40153521, -0.34119763])"
5556,javax.swing.text.html.HTMLDocument$HTMLReader$MetaAction,"array([ 5.53223061, -0.24320594])"
5557,javax.swing.text.html.HTMLDocument$HTMLReader$ObjectAction,"array([ 5.54167589, -0.30528942])"
5558,javax.swing.text.html.HTMLDocument$HTMLReader$ParagraphAction,"array([ 5.01063011, -0.36166006])"
5559,javax.swing.text.html.HTMLDocument$HTMLReader$PreAction,"array([ 5.07922041, -0.34053287])"
5560,javax.swing.text.html.HTMLDocument$HTMLReader$StyleAction,"array([ 5.81257896, -0.32767425])"
5561,javax.swing.text.html.HTMLDocument$HTMLReader$TitleAction,"array([ 5.45938169, -0.23926644])"
5562,javax.swing.text.html.HTMLDocument$LeafIterator,"array([ 5.34463026, -0.3442407 ])"
5563,javax.swing.text.html.HTMLDocument$RunElement,"array([ 5.45705756, -1.84207988])"
5564,javax.swing.text.html.HTMLDocument$TaggedAttributeSet,"array([ 5.19660134, -1.6935857 ])"
5565,javax.swing.text.html.HTMLEditorKit$ActivateLinkAction,"array([ 5.02587278, -2.50338353])"
5566,javax.swing.text.html.HTMLEditorKit$BeginAction,"array([ 5.3151128 , -2.92801168])"
5567,javax.swing.text.html.HTMLEditorKit$HTMLFactory$1,"array([ 6.42226025, -1.42612792])"
5568,javax.swing.text.html.HTMLEditorKit$HTMLFactory$BodyBlockView,"array([ 6.50538417, -1.77133627])"
5569,javax.swing.text.html.HTMLEditorKit$HTMLTextAction,"array([ 5.35461612, -2.90418488])"
5570,javax.swing.text.html.HTMLEditorKit$InsertHRAction,"array([ 5.32344547, -2.14530237])"
5571,javax.swing.text.html.HTMLEditorKit$InsertHTMLTextAction,"array([ 5.30669365, -2.04232754])"
5572,javax.swing.text.html.HTMLEditorKit$LinkController,"array([ 6.98025565, -1.87207938])"
5573,javax.swing.text.html.HTMLEditorKit$NavigateLinkAction,"array([ 5.52152834, -2.1177691 ])"
5574,javax.swing.text.html.HTMLEditorKit$NavigateLinkAction$FocusHighlightPainter,"array([ 6.85572122, -1.63572392])"
5575,javax.swing.text.html.HTMLWriter,"array([ 4.35477094, -2.60022784])"
5576,javax.swing.text.html.HiddenTagView$1,"array([ 6.34641213, -2.66283366])"
5577,javax.swing.text.html.HiddenTagView$2,"array([ 4.04731331, -0.79075914])"
5578,javax.swing.text.html.HiddenTagView$EndTagBorder,"array([ 5.83826218, -1.72918767])"
5579,javax.swing.text.html.HiddenTagView$StartTagBorder,"array([ 5.90068463, -1.64260465])"
5580,javax.swing.text.html.ImageView,"array([ 6.11229319, -1.73483066])"
5581,javax.swing.text.html.ImageView$1,"array([ 3.57293866, -1.1873258 ])"
5582,javax.swing.text.html.ImageView$ImageHandler,"array([ 6.80584706, -3.25171481])"
5583,javax.swing.text.html.ImageView$ImageLabelView,"array([ 6.2836686, -1.6777   ])"
5584,javax.swing.text.html.IsindexView,"array([ 6.25041301, -1.75504708])"
5585,javax.swing.text.html.LineView,"array([ 6.52187289, -1.48928632])"
5586,javax.swing.text.html.ParagraphView,"array([ 6.46061858, -1.50687283])"
5587,javax.swing.text.html.ListView,"array([ 6.32465714, -1.43802202])"
5588,javax.swing.text.html.Map,"array([ 5.46260413, -1.5237258 ])"
5589,javax.swing.text.html.Map$CircleRegionContainment,"array([ 6.01778097, -0.61752841])"
5590,javax.swing.text.html.Map$RegionContainment,"array([6.78242736, 0.39812512])"
5591,javax.swing.text.html.Map$DefaultRegionContainment,"array([ 6.11568538, -0.44853373])"
5592,javax.swing.text.html.Map$PolygonRegionContainment,"array([ 6.2901798 , -1.06530677])"
5593,javax.swing.text.html.Map$RectangleRegionContainment,"array([ 6.12625794, -0.71580612])"
5594,javax.swing.text.html.MinimalHTMLWriter,"array([ 4.94692809, -2.3133897 ])"
5595,javax.swing.text.html.MuxingAttributeSet,"array([ 5.15155568, -1.70908705])"
5596,javax.swing.text.html.MuxingAttributeSet$MuxingAttributeNameEnumeration,"array([ 3.92354004, -1.4866889 ])"
5597,javax.swing.text.html.NoFramesView,"array([ 6.15766577, -1.54638705])"
5598,javax.swing.text.html.ObjectView,"array([ 6.43021881, -1.67608116])"
5599,javax.swing.text.html.Option,"array([ 5.35834701, -1.60197215])"
5600,javax.swing.text.html.OptionComboBoxModel,"array([ 5.30032899, -1.61299857])"
5601,javax.swing.text.html.OptionListModel,"array([ 5.66789663, -1.9812139 ])"
5602,javax.swing.text.html.ResourceLoader,"array([ 4.01043459, -2.55617244])"
5603,javax.swing.text.html.StyleSheet$1,"array([ 3.31627264, -3.16724543])"
5604,javax.swing.text.html.StyleSheet$BackgroundImagePainter,"array([ 6.51605487, -3.28247959])"
5605,javax.swing.text.html.StyleSheet$BoxPainter$HorizontalMargin,"array([ 5.01770171, -1.93737018])"
5606,javax.swing.text.html.StyleSheet$CssParser,"array([ 5.9801626 , -3.12599833])"
5607,javax.swing.text.html.StyleSheet$LargeConversionSet,"array([ 5.19878668, -1.74143278])"
5608,javax.swing.text.html.StyleSheet$ResolvedStyle,"array([ 5.30465135, -1.82448315])"
5609,javax.swing.text.html.StyleSheet$SearchBuffer,"array([ 6.83732845, -3.95102741])"
5610,javax.swing.text.html.StyleSheet$SelectorMapping,"array([ 5.34572162, -1.30261642])"
5611,javax.swing.text.html.StyleSheet$SmallConversionSet,"array([ 5.25487149, -1.65575473])"
5612,javax.swing.text.html.StyleSheet$ViewAttributeSet,"array([ 5.12802478, -1.60130679])"
5613,javax.swing.text.html.TableView,"array([ 6.43722015, -1.62373231])"
5614,javax.swing.text.html.TableView$CellView,"array([ 6.33006873, -1.54024676])"
5615,javax.swing.text.html.TableView$ColumnIterator,"array([ 2.9272988 , -2.86477446])"
5616,javax.swing.text.html.CSS$LayoutIterator,"array([ 1.44852891, -3.21895131])"
5617,javax.swing.text.html.TableView$RowIterator,"array([ 3.0055987 , -3.04463891])"
5618,javax.swing.text.html.TableView$RowView,"array([ 6.57588474, -1.59028953])"
5619,javax.swing.text.html.TextAreaDocument,"array([ 5.52357563, -2.06373086])"
5620,javax.swing.text.html.parser.AttributeList,"array([ 4.57704404, -2.7705095 ])"
5621,javax.swing.text.html.parser.DTDConstants,"array([ 2.89422874, -3.69505995])"
5622,javax.swing.text.html.parser.ContentModel,"array([ 4.26426885, -2.57655397])"
5623,javax.swing.text.html.parser.Element,"array([ 4.28887568, -2.62143875])"
5624,javax.swing.text.html.parser.ContentModelState,"array([ 3.79508618, -2.80425768])"
5625,javax.swing.text.html.parser.DTD,"array([ 4.49919048, -2.86237897])"
5626,javax.swing.text.html.parser.Entity,"array([ 4.33487177, -3.41453698])"
5627,javax.swing.text.html.parser.DocumentParser,"array([ 3.92795482, -3.1810164 ])"
5628,javax.swing.text.html.parser.Parser,"array([ 3.91968978, -3.45712311])"
5629,javax.swing.text.html.parser.NPrintWriter,"array([ 5.10500441, -3.16575867])"
5630,javax.swing.text.html.parser.ParserDelegator,"array([ 4.04138839, -2.17021298])"
5631,javax.swing.text.html.parser.ResourceLoader,"array([ 4.0130583 , -2.74062713])"
5632,javax.swing.text.html.parser.TagElement,"array([ 4.14714471, -1.73266563])"
5633,javax.swing.text.html.parser.TagStack,"array([ 3.51119949, -3.26059374])"
5634,javax.swing.text.rtf.AbstractFilter,"array([ 4.29370945, -3.99447653])"
5635,javax.swing.text.rtf.Constants,"array([ 6.58672371, -4.06536264])"
5636,javax.swing.text.rtf.MockAttributeSet,"array([ 5.20946277, -1.80753614])"
5637,javax.swing.text.rtf.RTFAttribute,"array([ 5.49168503, -1.20610868])"
5638,javax.swing.text.rtf.RTFGenerator,"array([ 5.25881238, -2.05181483])"
5639,javax.swing.text.rtf.RTFAttributes,"array([ 5.28724723, -4.47315638])"
5640,javax.swing.text.rtf.RTFAttributes$AssertiveAttribute,"array([ 5.09847086, -1.79846432])"
5641,javax.swing.text.rtf.RTFAttributes$GenericAttribute,"array([ 5.20036997, -1.4965074 ])"
5642,javax.swing.text.rtf.RTFAttributes$BooleanAttribute,"array([ 5.03354461, -1.71930533])"
5643,javax.swing.text.rtf.RTFAttributes$NumericAttribute,"array([ 5.20925001, -1.91720132])"
5644,javax.swing.text.rtf.RTFEditorKit,"array([ 5.30491171, -2.4439187 ])"
5645,javax.swing.text.rtf.RTFGenerator$CharacterKeywordPair,"array([ 5.42817909, -1.22714195])"
5646,javax.swing.text.rtf.RTFParser,"array([ 4.76045921, -3.68946849])"
5647,javax.swing.text.rtf.RTFReader,"array([ 4.91858408, -2.69877271])"
5648,javax.swing.text.rtf.RTFReader$1,"array([ 4.97771236, -1.29918725])"
5649,javax.swing.text.rtf.RTFReader$AttributeTrackingDestination,"array([ 4.60194157, -2.72543951])"
5650,javax.swing.text.rtf.RTFReader$Destination,"array([ 4.08258467, -3.29137093])"
